deed_id,review_ids,city,deed_date,address,is_restrictive_covenant,county,grantors,grantees,covenant_text,ocr_covenant_detected,ocr_covenant_text,plan_books,plan_pages,lot_numbers,extracted_streets,extracted_towns,scraped_streets,scraped_street_count,geo_latitude,geo_longitude,geo_address,geo_town,geo_cluster_radius_miles,geo_confidence,geo_validated_street_count,geo_invalid_street_count,step2_completed,step3_completed,step4_completed
5767,,,,,,Middlesex County,,,,False,,,,,,Dracut,HILLCREST RD; HILLSIDE TERR; HILLTOP RD; LAKEVIEW AVE; LONG POND; LONG POND DR; MILLS DR; OVERLOOK TERR; SHORE DR; VALLEY RD; VARNUM RD,11,42.68622245454546,-71.36284547272727,"44, Valley Road, Dracut, Middlesex County, Massachusetts, 01854, United States of America",Dracut,1.8234852642301855,0.8176514735769814,11,0,False,True,True
6188,,,,,,Middlesex County,,,,False,,,,,,Dracut,BROAD RD; HILLCREST RD; HILLSIDE TERR; HILLTOP RD; LONG DR; LONG POND; LONG POND DR; MAPLE RD; MIDWOOD RD; MILLS DR; OVERLOOK TERR; SHORE DR; VALLEY RD,13,42.68740820833333,-71.36550725833335,"108, Hillcrest Road, Collinsville, Dracut, Middlesex County, Massachusetts, 01854, United States of America",Dracut,0.5026775878735242,0.8958860873664938,12,1,False,True,True
